ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
86778,30.65,25.09,3.74,11.74,225.99
86779,30.65,25.09,3.74,11.74,225.99
86780,30.65,25.09,3.74,11.74,225.99
86781,30.65,25.09,3.74,11.74,225.99
86782,30.65,25.09,3.74,11.74,225.99
86783,30.65,25.09,3.74,11.74,225.99
86784,30.65,25.09,3.74,11.74,225.99
86785,30.65,25.09,3.74,11.74,225.99
86786,30.65,25.09,3.74,11.74,225.99
86787,30.65,25.09,3.74,11.74,225.99
86788,30.65,25.09,3.74,11.74,225.99
86789,30.65,25.09,3.74,11.74,225.99
86790,30.65,25.09,3.74,11.74,225.99
86791,30.65,25.09,3.74,11.74,225.99
86792,30.65,25.09,3.74,11.74,225.99
86793,30.65,25.09,3.74,11.74,225.99
86794,30.65,25.09,3.74,11.74,225.99
86795,30.65,25.09,3.74,11.74,225.99
86796,30.65,25.09,3.74,11.74,225.99
86797,30.65,25.09,3.74,11.74,225.99
86798,30.65,25.09,3.74,11.74,225.99
86799,30.65,25.09,3.74,11.74,225.99
86800,30.65,25.09,3.74,11.74,225.99
86801,30.65,25.09,3.74,11.74,225.99
86802,30.65,25.09,3.74,11.74,225.99
86803,30.65,25.09,3.74,11.74,225.99
86804,30.65,25.09,3.74,11.74,225.99
86805,30.65,25.09,3.74,11.74,225.99
86806,30.65,25.09,3.74,11.74,225.99
86807,30.65,25.09,3.74,11.74,225.99
86808,30.65,25.09,3.74,11.74,225.99
86809,30.65,25.09,3.74,11.74,225.99
86810,30.65,25.09,3.74,11.74,225.99
86811,30.65,25.09,3.74,11.74,225.99
86812,30.65,25.09,3.74,11.74,225.99
86813,30.65,25.09,3.74,11.74,225.99
86814,30.65,25.09,3.74,11.74,225.99
86815,30.65,25.09,3.74,11.74,225.99
86816,30.65,25.09,3.74,11.74,225.99
86817,30.65,25.09,3.74,11.74,225.99
86818,30.65,25.09,3.74,11.74,225.99
86819,30.65,25.09,3.74,11.74,225.99
86820,30.65,25.09,3.74,11.74,225.99
86821,30.65,25.09,3.74,11.74,225.99
86822,30.65,25.09,3.74,11.74,225.99
86823,30.65,25.09,3.74,11.74,225.99
86824,30.65,25.09,3.74,11.74,225.99
86825,30.65,25.09,3.74,11.74,225.99
86826,30.65,25.09,3.74,11.74,225.99
86827,30.65,25.09,3.74,11.74,225.99
86828,30.65,25.09,3.74,11.74,225.99
86829,30.65,25.09,3.74,11.74,225.99
86830,30.65,25.09,3.74,11.74,225.99
86831,30.65,25.09,3.74,11.74,225.99
86832,30.65,25.09,3.74,11.74,225.99
86833,30.65,25.09,3.74,11.74,225.99
86834,30.65,25.09,3.74,11.74,225.99
86835,30.65,25.09,3.74,11.74,225.99
86836,30.65,25.09,3.74,11.74,225.99
86837,30.65,25.09,3.74,11.74,225.99
86838,30.65,25.09,3.74,11.74,225.99
86839,30.65,25.09,3.74,11.74,225.99
86840,30.65,25.09,3.74,11.74,225.99
86841,30.65,25.09,3.74,11.74,225.99
86842,30.65,25.09,3.74,11.74,225.99
86843,30.65,25.09,3.74,11.74,225.99
86844,30.65,25.09,3.74,11.74,225.99
86845,30.65,25.09,3.74,11.74,225.99
86846,30.65,25.09,3.74,11.74,225.99
86847,30.65,25.09,3.74,11.74,225.99
86848,30.65,25.09,3.74,11.74,225.99
86849,30.65,25.09,3.74,11.74,225.99
86850,30.65,25.09,3.74,11.74,225.99
86851,30.65,25.09,3.74,11.74,225.99
86852,30.65,25.09,3.74,11.74,225.99
86853,30.65,25.09,3.74,11.74,225.99
86854,30.65,25.09,3.74,11.74,225.99
86855,30.65,25.09,3.74,11.74,225.99
86856,30.65,25.09,3.74,11.74,225.99
86857,30.65,25.09,3.74,11.74,225.99
86858,30.65,25.09,3.74,11.74,225.99
86859,30.65,25.09,3.74,11.74,225.99
86860,30.65,25.09,3.74,11.74,225.99
86861,30.65,25.09,3.74,11.74,225.99
86862,30.65,25.09,3.74,11.74,225.99
86863,30.65,25.09,3.74,11.74,225.99
86864,30.65,25.09,3.74,11.74,225.99
86865,30.65,25.09,3.74,11.74,225.99
86866,30.65,25.09,3.74,11.74,225.99
86867,30.65,25.09,3.74,11.74,225.99
86868,30.65,25.09,3.74,11.74,225.99
86869,30.65,25.09,3.74,11.74,225.99
86870,30.65,25.09,3.74,11.74,225.99
86871,30.65,25.09,3.74,11.74,225.99
86872,30.65,25.09,3.74,11.74,225.99
86873,30.65,25.09,3.74,11.74,225.99
86874,30.65,25.09,3.74,11.74,225.99
86875,30.65,25.09,3.74,11.74,225.99
86876,30.65,25.09,3.74,11.74,225.99
86877,30.65,25.09,3.74,11.74,225.99
86878,30.65,25.09,3.74,11.74,225.99
86879,30.65,25.09,3.74,11.74,225.99
86880,30.65,25.09,3.74,11.74,225.99
86881,30.65,25.09,3.74,11.74,225.99
86882,30.65,25.09,3.74,11.74,225.99
86883,30.65,25.09,3.74,11.74,225.99
86884,30.65,25.09,3.74,11.74,225.99
86885,30.65,25.09,3.74,11.74,225.99
86886,30.65,25.09,3.74,11.74,225.99
86887,30.65,25.09,3.74,11.74,225.99
86888,30.65,25.09,3.74,11.74,225.99
86889,30.65,25.09,3.74,11.74,225.99
86890,30.65,25.09,3.74,11.74,225.99
86891,30.65,25.09,3.74,11.74,225.99
86892,30.65,25.09,3.74,11.74,225.99
86893,30.65,25.09,3.74,11.74,225.99
86894,30.65,25.09,3.74,11.74,225.99
86895,30.65,25.09,3.74,11.74,225.99
86896,30.65,25.09,3.74,11.74,225.99
86897,30.65,25.09,3.74,11.74,225.99
86898,30.65,25.09,3.74,11.74,225.99
86899,30.65,25.09,3.74,11.74,225.99
86900,30.65,25.09,3.74,11.74,225.99
86901,30.65,25.09,3.74,11.74,225.99
86902,30.65,25.09,3.74,11.74,225.99
86903,30.65,25.09,3.74,11.74,225.99
86904,30.65,25.09,3.74,11.74,225.99
86905,30.65,25.09,3.74,11.74,225.99
86906,30.65,25.09,3.74,11.74,225.99
86907,30.65,25.09,3.74,11.74,225.99
86908,30.65,25.09,3.74,11.74,225.99
86909,30.65,25.09,3.74,11.74,225.99
86910,30.65,25.09,3.74,11.74,225.99
86911,30.65,25.09,3.74,11.74,225.99
86912,30.65,25.09,3.74,11.74,225.99
86913,30.65,25.09,3.74,11.74,225.99
86914,30.65,25.09,3.74,11.74,225.99
86915,30.65,25.09,3.74,11.74,225.99
86916,30.65,25.09,3.74,11.74,225.99
86917,30.65,25.09,3.74,11.74,225.99
86918,30.65,25.09,3.74,11.74,225.99
86919,30.65,25.09,3.74,11.74,225.99
86920,30.65,25.09,3.74,11.74,225.99
86921,30.65,25.09,3.74,11.74,225.99
86922,30.65,25.09,3.74,11.74,225.99
86923,30.65,25.09,3.74,11.74,225.99
86924,30.65,25.09,3.74,11.74,225.99
86925,30.65,25.09,3.74,11.74,225.99
86926,30.65,25.09,3.74,11.74,225.99
86927,30.65,25.09,3.74,11.74,225.99
86928,30.65,25.09,3.74,11.74,225.99
86929,30.65,25.09,3.74,11.74,225.99
86930,30.65,25.09,3.74,11.74,225.99
86931,30.65,25.09,3.74,11.74,225.99
86932,30.65,25.09,3.74,11.74,225.99
86933,30.65,25.09,3.74,11.74,225.99
86934,30.65,25.09,3.74,11.74,225.99
86935,30.65,25.09,3.74,11.74,225.99
86936,30.65,25.09,3.74,11.74,225.99
86937,30.65,25.09,3.74,11.74,225.99
86938,30.65,25.09,3.74,11.74,225.99
86939,30.65,25.09,3.74,11.74,225.99
86940,30.65,25.09,3.74,11.74,225.99
86941,30.65,25.09,3.74,11.74,225.99
86942,30.65,25.09,3.74,11.74,225.99
86943,30.65,25.09,3.74,11.74,225.99
86944,30.65,25.09,3.74,11.74,225.99
86945,30.65,25.09,3.74,11.74,225.99
86946,30.65,25.09,3.74,11.74,225.99
86947,30.65,25.09,3.74,11.74,225.99
86948,30.65,25.09,3.74,11.74,225.99
86949,30.65,25.09,3.74,11.74,225.99
86950,30.65,25.09,3.74,11.74,225.99
86951,30.65,25.09,3.74,11.74,225.99
86952,30.65,25.09,3.74,11.74,225.99
86953,30.65,25.09,3.74,11.74,225.99
86954,30.65,25.09,3.74,11.74,225.99
86955,30.65,25.09,3.74,11.74,225.99
86956,30.65,25.09,3.74,11.74,225.99
86957,30.65,25.09,3.74,11.74,225.99
86958,30.65,25.09,3.74,11.74,225.99
86959,30.65,25.09,3.74,11.74,225.99
86960,30.65,25.09,3.74,11.74,225.99
86961,30.65,25.09,3.74,11.74,225.99
86962,30.65,25.09,3.74,11.74,225.99
86963,30.65,25.09,3.74,11.74,225.99
86964,30.65,25.09,3.74,11.74,225.99
86965,30.65,25.09,3.74,11.74,225.99
86966,30.65,25.09,3.74,11.74,225.99
86967,30.65,25.09,3.74,11.74,225.99
86968,30.65,25.09,3.74,11.74,225.99
86969,30.65,25.09,3.74,11.74,225.99
86970,30.65,25.09,3.74,11.74,225.99
86971,30.65,25.09,3.74,11.74,225.99
86972,30.65,25.09,3.74,11.74,225.99
86973,30.65,25.09,3.74,11.74,225.99
86974,30.65,25.09,3.74,11.74,225.99
86975,30.65,25.09,3.74,11.74,225.99
86976,30.65,25.09,3.74,11.74,225.99
86977,30.65,25.09,3.74,11.74,225.99
86978,30.65,25.09,3.74,11.74,225.99
86979,30.65,25.09,3.74,11.74,225.99
86980,30.65,25.09,3.74,11.74,225.99
86981,30.65,25.09,3.74,11.74,225.99
86982,30.65,25.09,3.74,11.74,225.99
86983,30.65,25.09,3.74,11.74,225.99
86984,30.65,25.09,3.74,11.74,225.99
86985,30.65,25.09,3.74,11.74,225.99
86986,30.65,25.09,3.74,11.74,225.99
86987,30.65,25.09,3.74,11.74,225.99
86988,30.65,25.09,3.74,11.74,225.99
86989,30.65,25.09,3.74,11.74,225.99
86990,30.65,25.09,3.74,11.74,225.99
86991,30.65,25.09,3.74,11.74,225.99
86992,30.65,25.09,3.74,11.74,225.99
86993,30.65,25.09,3.74,11.74,225.99
86994,30.65,25.09,3.74,11.74,225.99
86995,30.65,25.09,3.74,11.74,225.99
86996,30.65,25.09,3.74,11.74,225.99
86997,30.65,25.09,3.74,11.74,225.99
86998,30.65,25.09,3.74,11.74,225.99
86999,30.65,25.09,3.74,11.74,225.99
87000,30.65,25.09,3.74,11.74,225.99
87001,30.65,25.09,3.74,11.74,225.99
87002,30.65,25.09,3.74,11.74,225.99
87003,30.65,25.09,3.74,11.74,225.99
87004,30.65,25.09,3.74,11.74,225.99
87005,30.65,25.09,3.74,11.74,225.99
87006,30.65,25.09,3.74,11.74,225.99
87007,30.65,25.09,3.74,11.74,225.99
87008,30.65,25.09,3.74,11.74,225.99
87009,30.65,25.09,3.74,11.74,225.99
87010,30.65,25.09,3.74,11.74,225.99
87011,30.65,25.09,3.74,11.74,225.99
87012,30.65,25.09,3.74,11.74,225.99
87013,30.65,25.09,3.74,11.74,225.99
87014,30.65,25.09,3.74,11.74,225.99
87015,30.65,25.09,3.74,11.74,225.99
87016,30.65,25.09,3.74,11.74,225.99
87017,30.65,25.09,3.74,11.74,225.99
87018,30.65,25.09,3.74,11.74,225.99
87019,30.65,25.09,3.74,11.74,225.99
87020,30.65,25.09,3.74,11.74,225.99
87021,30.65,25.09,3.74,11.74,225.99
87022,30.65,25.09,3.74,11.74,225.99
87023,30.65,25.09,3.74,11.74,225.99
87024,30.65,25.09,3.74,11.74,225.99
87025,30.65,25.09,3.74,11.74,225.99
87026,30.65,25.09,3.74,11.74,225.99
87027,30.65,25.09,3.74,11.74,225.99
87028,30.65,25.09,3.74,11.74,225.99
87029,30.65,25.09,3.74,11.74,225.99
87030,30.65,25.09,3.74,11.74,225.99
87031,30.65,25.09,3.74,11.74,225.99
87032,30.65,25.09,3.74,11.74,225.99
87033,30.65,25.09,3.74,11.74,225.99
87034,30.65,25.09,3.74,11.74,225.99
87035,30.65,25.09,3.74,11.74,225.99
87036,30.65,25.09,3.74,11.74,225.99
87037,30.65,25.09,3.74,11.74,225.99
87038,30.65,25.09,3.74,11.74,225.99
87039,30.65,25.09,3.74,11.74,225.99
87040,30.65,25.09,3.74,11.74,225.99
87041,30.65,25.09,3.74,11.74,225.99
87042,30.65,25.09,3.74,11.74,225.99
87043,30.65,25.09,3.74,11.74,225.99
87044,30.65,25.09,3.74,11.74,225.99
87045,30.65,25.09,3.74,11.74,225.99
87046,30.65,25.09,3.74,11.74,225.99
87047,30.65,25.09,3.74,11.74,225.99
87048,30.65,25.09,3.74,11.74,225.99
87049,30.65,25.09,3.74,11.74,225.99
87050,30.65,25.09,3.74,11.74,225.99
87051,30.65,25.09,3.74,11.74,225.99
87052,30.65,25.09,3.74,11.74,225.99
87053,30.65,25.09,3.74,11.74,225.99
87054,30.65,25.09,3.74,11.74,225.99
87055,30.65,25.09,3.74,11.74,225.99
87056,30.65,25.09,3.74,11.74,225.99
87057,30.65,25.09,3.74,11.74,225.99
87058,30.65,25.09,3.74,11.74,225.99
87059,30.65,25.09,3.74,11.74,225.99
87060,30.65,25.09,3.74,11.74,225.99
87061,30.65,25.09,3.74,11.74,225.99
87062,30.65,25.09,3.74,11.74,225.99
87063,30.65,25.09,3.74,11.74,225.99
87064,30.65,25.09,3.74,11.74,225.99
87065,30.65,25.09,3.74,11.74,225.99
87066,30.65,25.09,3.74,11.74,225.99
87067,30.65,25.09,3.74,11.74,225.99
87068,30.65,25.09,3.74,11.74,225.99
87069,30.65,25.09,3.74,11.74,225.99
87070,30.65,25.09,3.74,11.74,225.99
87071,30.65,25.09,3.74,11.74,225.99
87072,30.65,25.09,3.74,11.74,225.99
87073,30.65,25.09,3.74,11.74,225.99
87074,30.65,25.09,3.74,11.74,225.99
87075,30.65,25.09,3.74,11.74,225.99
87076,30.65,25.09,3.74,11.74,225.99
87077,30.65,25.09,3.74,11.74,225.99
87078,30.65,25.09,3.74,11.74,225.99
87079,30.65,25.09,3.74,11.74,225.99
87080,30.65,25.09,3.74,11.74,225.99
87081,30.65,25.09,3.74,11.74,225.99
87082,30.65,25.09,3.74,11.74,225.99
87083,30.65,25.09,3.74,11.74,225.99
87084,30.65,25.09,3.74,11.74,225.99
87085,30.65,25.09,3.74,11.74,225.99
87086,30.65,25.09,3.74,11.74,225.99
87087,30.65,25.09,3.74,11.74,225.99
87088,30.65,25.09,3.74,11.74,225.99
87089,30.65,25.09,3.74,11.74,225.99
87090,30.65,25.09,3.74,11.74,225.99
87091,30.65,25.09,3.74,11.74,225.99
87092,30.65,25.09,3.74,11.74,225.99
87093,30.65,25.09,3.74,11.74,225.99
87094,30.65,25.09,3.74,11.74,225.99
87095,30.65,25.09,3.74,11.74,225.99
87096,30.65,25.09,3.74,11.74,225.99
87097,30.65,25.09,3.74,11.74,225.99
87098,30.65,25.09,3.74,11.74,225.99
87099,30.65,25.09,3.74,11.74,225.99
87100,30.65,25.09,3.74,11.74,225.99
87101,30.65,25.09,3.74,11.74,225.99
87102,30.65,25.09,3.74,11.74,225.99
87103,30.65,25.09,3.74,11.74,225.99
87104,30.65,25.09,3.74,11.74,225.99
87105,30.65,25.09,3.74,11.74,225.99
87106,30.65,25.09,3.74,11.74,225.99
87107,30.65,25.09,3.74,11.74,225.99
87108,30.65,25.09,3.74,11.74,225.99
87109,30.65,25.09,3.74,11.74,225.99
87110,30.65,25.09,3.74,11.74,225.99
87111,30.65,25.09,3.74,11.74,225.99
87112,30.65,25.09,3.74,11.74,225.99
87113,30.65,25.09,3.74,11.74,225.99
87114,30.65,25.09,3.74,11.74,225.99
87115,30.65,25.09,3.74,11.74,225.99
87116,30.65,25.09,3.74,11.74,225.99
87117,30.65,25.09,3.74,11.74,225.99
87118,30.65,25.09,3.74,11.74,225.99
87119,30.65,25.09,3.74,11.74,225.99
87120,30.65,25.09,3.74,11.74,225.99
87121,30.65,25.09,3.74,11.74,225.99
87122,30.65,25.09,3.74,11.74,225.99
87123,30.65,25.09,3.74,11.74,225.99
87124,30.65,25.09,3.74,11.74,225.99
87125,30.65,25.09,3.74,11.74,225.99
87126,30.65,25.09,3.74,11.74,225.99
87127,30.65,25.09,3.74,11.74,225.99
87128,30.65,25.09,3.74,11.74,225.99
87129,30.65,25.09,3.74,11.74,225.99
87130,30.65,25.09,3.74,11.74,225.99
87131,30.65,25.09,3.74,11.74,225.99
87132,30.65,25.09,3.74,11.74,225.99
87133,30.65,25.09,3.74,11.74,225.99
87134,30.65,25.09,3.74,11.74,225.99
87135,30.65,25.09,3.74,11.74,225.99
87136,30.65,25.09,3.74,11.74,225.99
87137,30.65,25.09,3.74,11.74,225.99
87138,30.65,25.09,3.74,11.74,225.99
87139,30.65,25.09,3.74,11.74,225.99
87140,30.65,25.09,3.74,11.74,225.99
87141,30.65,25.09,3.74,11.74,225.99
87142,30.65,25.09,3.74,11.74,225.99
87143,30.65,25.09,3.74,11.74,225.99
87144,30.65,25.09,3.74,11.74,225.99
87145,30.65,25.09,3.74,11.74,225.99
87146,30.65,25.09,3.74,11.74,225.99
87147,30.65,25.09,3.74,11.74,225.99
87148,30.65,25.09,3.74,11.74,225.99
87149,30.65,25.09,3.74,11.74,225.99
87150,30.65,25.09,3.74,11.74,225.99
87151,30.65,25.09,3.74,11.74,225.99
87152,30.65,25.09,3.74,11.74,225.99
87153,30.65,25.09,3.74,11.74,225.99
87154,30.65,25.09,3.74,11.74,225.99
87155,30.65,25.09,3.74,11.74,225.99
87156,30.65,25.09,3.74,11.74,225.99
87157,30.65,25.09,3.74,11.74,225.99
87158,30.65,25.09,3.74,11.74,225.99
87159,30.65,25.09,3.74,11.74,225.99
87160,30.65,25.09,3.74,11.74,225.99
87161,30.65,25.09,3.74,11.74,225.99
87162,30.65,25.09,3.74,11.74,225.99
87163,30.65,25.09,3.74,11.74,225.99
87164,30.65,25.09,3.74,11.74,225.99
87165,30.65,25.09,3.74,11.74,225.99
87166,30.65,25.09,3.74,11.74,225.99
87167,30.65,25.09,3.74,11.74,225.99
87168,30.65,25.09,3.74,11.74,225.99
87169,30.65,25.09,3.74,11.74,225.99
87170,30.65,25.09,3.74,11.74,225.99
87171,30.65,25.09,3.74,11.74,225.99
87172,30.65,25.09,3.74,11.74,225.99
87173,30.65,25.09,3.74,11.74,225.99
87174,30.65,25.09,3.74,11.74,225.99
87175,30.65,25.09,3.74,11.74,225.99
87176,30.65,25.09,3.74,11.74,225.99
87177,30.65,25.09,3.74,11.74,225.99
87178,30.65,25.09,3.74,11.74,225.99
87179,30.65,25.09,3.74,11.74,225.99
87180,30.65,25.09,3.74,11.74,225.99
87181,30.65,25.09,3.74,11.74,225.99
87182,30.65,25.09,3.74,11.74,225.99
87183,30.65,25.09,3.74,11.74,225.99
87184,30.65,25.09,3.74,11.74,225.99
87185,30.65,25.09,3.74,11.74,225.99
87186,30.65,25.09,3.74,11.74,225.99
87187,30.65,25.09,3.74,11.74,225.99
87188,30.65,25.09,3.74,11.74,225.99
87189,30.65,25.09,3.74,11.74,225.99
87190,30.65,25.09,3.74,11.74,225.99
87191,30.65,25.09,3.74,11.74,225.99
87192,30.65,25.09,3.74,11.74,225.99
87193,30.65,25.09,3.74,11.74,225.99
87194,30.65,25.09,3.74,11.74,225.99
87195,30.65,25.09,3.74,11.74,225.99
87196,30.65,25.09,3.74,11.74,225.99
87197,30.65,25.09,3.74,11.74,225.99
87198,30.65,25.09,3.74,11.74,225.99
87199,30.65,25.09,3.74,11.74,225.99
87200,30.65,25.09,3.74,11.74,225.99
87201,30.65,25.09,3.74,11.74,225.99
87202,30.65,25.09,3.74,11.74,225.99
87203,30.65,25.09,3.74,11.74,225.99
87204,30.65,25.09,3.74,11.74,225.99
87205,30.65,25.09,3.74,11.74,225.99
87206,30.65,25.09,3.74,11.74,225.99
87207,30.65,25.09,3.74,11.74,225.99
87208,30.65,25.09,3.74,11.74,225.99
87209,30.65,25.09,3.74,11.74,225.99
87210,30.65,25.09,3.74,11.74,225.99
87211,30.65,25.09,3.74,11.74,225.99
87212,30.65,25.09,3.74,11.74,225.99
87213,30.65,25.09,3.74,11.74,225.99
87214,30.65,25.09,3.74,11.74,225.99
87215,30.65,25.09,3.74,11.74,225.99
87216,30.65,25.09,3.74,11.74,225.99
87217,30.65,25.09,3.74,11.74,225.99
87218,30.65,25.09,3.74,11.74,225.99
87219,30.65,25.09,3.74,11.74,225.99
87220,30.65,25.09,3.74,11.74,225.99
87221,30.65,25.09,3.74,11.74,225.99
87222,30.65,25.09,3.74,11.74,225.99
87223,30.65,25.09,3.74,11.74,225.99
87224,30.65,25.09,3.74,11.74,225.99
87225,30.65,25.09,3.74,11.74,225.99
87226,30.65,25.09,3.74,11.74,225.99
87227,30.65,25.09,3.74,11.74,225.99
87228,30.65,25.09,3.74,11.74,225.99
87229,30.65,25.09,3.74,11.74,225.99
87230,30.65,25.09,3.74,11.74,225.99
87231,30.65,25.09,3.74,11.74,225.99
87232,30.65,25.09,3.74,11.74,225.99
87233,30.65,25.09,3.74,11.74,225.99
87234,30.65,25.09,3.74,11.74,225.99
87235,30.65,25.09,3.74,11.74,225.99
87236,30.65,25.09,3.74,11.74,225.99
87237,30.65,25.09,3.74,11.74,225.99
87238,30.65,25.09,3.74,11.74,225.99
87239,30.65,25.09,3.74,11.74,225.99
87240,30.65,25.09,3.74,11.74,225.99
87241,30.65,25.09,3.74,11.74,225.99
87242,30.65,25.09,3.74,11.74,225.99
87243,30.65,25.09,3.74,11.74,225.99
87244,30.65,25.09,3.74,11.74,225.99
87245,30.65,25.09,3.74,11.74,225.99
87246,30.65,25.09,3.74,11.74,225.99
87247,30.65,25.09,3.74,11.74,225.99
87248,30.65,25.09,3.74,11.74,225.99
87249,30.65,25.09,3.74,11.74,225.99
87250,30.65,25.09,3.74,11.74,225.99
87251,30.65,25.09,3.74,11.74,225.99
87252,30.65,25.09,3.74,11.74,225.99
87253,30.65,25.09,3.74,11.74,225.99
87254,30.65,25.09,3.74,11.74,225.99
87255,30.65,25.09,3.74,11.74,225.99
87256,30.65,25.09,3.74,11.74,225.99
87257,30.65,25.09,3.74,11.74,225.99
87258,30.65,25.09,3.74,11.74,225.99
87259,30.65,25.09,3.74,11.74,225.99
87260,30.65,25.09,3.74,11.74,225.99
87261,30.65,25.09,3.74,11.74,225.99
87262,30.65,25.09,3.74,11.74,225.99
87263,30.65,25.09,3.74,11.74,225.99
87264,30.65,25.09,3.74,11.74,225.99
87265,30.65,25.09,3.74,11.74,225.99
87266,30.65,25.09,3.74,11.74,225.99
87267,30.65,25.09,3.74,11.74,225.99
87268,30.65,25.09,3.74,11.74,225.99
87269,30.65,25.09,3.74,11.74,225.99
87270,30.65,25.09,3.74,11.74,225.99
87271,30.65,25.09,3.74,11.74,225.99
87272,30.65,25.09,3.74,11.74,225.99
87273,30.65,25.09,3.74,11.74,225.99
87274,30.65,25.09,3.74,11.74,225.99
87275,30.65,25.09,3.74,11.74,225.99
87276,30.65,25.09,3.74,11.74,225.99
87277,30.65,25.09,3.74,11.74,225.99
87278,30.65,25.09,3.74,11.74,225.99
87279,30.65,25.09,3.74,11.74,225.99
87280,30.65,25.09,3.74,11.74,225.99
87281,30.65,25.09,3.74,11.74,225.99
87282,30.65,25.09,3.74,11.74,225.99
87283,30.65,25.09,3.74,11.74,225.99
87284,30.65,25.09,3.74,11.74,225.99
87285,30.65,25.09,3.74,11.74,225.99
87286,30.65,25.09,3.74,11.74,225.99
87287,30.65,25.09,3.74,11.74,225.99
87288,30.65,25.09,3.74,11.74,225.99
87289,30.65,25.09,3.74,11.74,225.99
87290,30.65,25.09,3.74,11.74,225.99
87291,30.65,25.09,3.74,11.74,225.99
87292,30.65,25.09,3.74,11.74,225.99
87293,30.65,25.09,3.74,11.74,225.99
87294,30.65,25.09,3.74,11.74,225.99
87295,30.65,25.09,3.74,11.74,225.99
87296,30.65,25.09,3.74,11.74,225.99
87297,30.65,25.09,3.74,11.74,225.99
87298,30.65,25.09,3.74,11.74,225.99
87299,30.65,25.09,3.74,11.74,225.99
87300,30.65,25.09,3.74,11.74,225.99
87301,30.65,25.09,3.74,11.74,225.99
87302,30.65,25.09,3.74,11.74,225.99
87303,30.65,25.09,3.74,11.74,225.99
87304,30.65,25.09,3.74,11.74,225.99
87305,30.65,25.09,3.74,11.74,225.99
87306,30.65,25.09,3.74,11.74,225.99
87307,30.65,25.09,3.74,11.74,225.99
87308,30.65,25.09,3.74,11.74,225.99
87309,30.65,25.09,3.74,11.74,225.99
87310,30.65,25.09,3.74,11.74,225.99
87311,30.65,25.09,3.74,11.74,225.99
87312,30.65,25.09,3.74,11.74,225.99
87313,30.65,25.09,3.74,11.74,225.99
87314,30.65,25.09,3.74,11.74,225.99
87315,30.65,25.09,3.74,11.74,225.99
87316,30.65,25.09,3.74,11.74,225.99
87317,30.65,25.09,3.74,11.74,225.99
87318,30.65,25.09,3.74,11.74,225.99
87319,30.65,25.09,3.74,11.74,225.99
87320,30.65,25.09,3.74,11.74,225.99
87321,30.65,25.09,3.74,11.74,225.99
87322,30.65,25.09,3.74,11.74,225.99
87323,30.65,25.09,3.74,11.74,225.99
87324,30.65,25.09,3.74,11.74,225.99
87325,30.65,25.09,3.74,11.74,225.99
87326,30.65,25.09,3.74,11.74,225.99
87327,30.65,25.09,3.74,11.74,225.99
87328,30.65,25.09,3.74,11.74,225.99
87329,30.65,25.09,3.74,11.74,225.99
87330,30.65,25.09,3.74,11.74,225.99
87331,30.65,25.09,3.74,11.74,225.99
87332,30.65,25.09,3.74,11.74,225.99
87333,30.65,25.09,3.74,11.74,225.99
87334,30.65,25.09,3.74,11.74,225.99
87335,30.65,25.09,3.74,11.74,225.99
87336,30.65,25.09,3.74,11.74,225.99
87337,30.65,25.09,3.74,11.74,225.99
87338,30.65,25.09,3.74,11.74,225.99
87339,30.65,25.09,3.74,11.74,225.99
87340,30.65,25.09,3.74,11.74,225.99
87341,30.65,25.09,3.74,11.74,225.99
87342,30.65,25.09,3.74,11.74,225.99
87343,30.65,25.09,3.74,11.74,225.99
87344,30.65,25.09,3.74,11.74,225.99
87345,30.65,25.09,3.74,11.74,225.99
87346,30.65,25.09,3.74,11.74,225.99
87347,30.65,25.09,3.74,11.74,225.99
87348,30.65,25.09,3.74,11.74,225.99
87349,30.65,25.09,3.74,11.74,225.99
87350,30.65,25.09,3.74,11.74,225.99
87351,30.65,25.09,3.74,11.74,225.99
87352,30.65,25.09,3.74,11.74,225.99
87353,30.65,25.09,3.74,11.74,225.99
87354,30.65,25.09,3.74,11.74,225.99
87355,30.65,25.09,3.74,11.74,225.99
87356,30.65,25.09,3.74,11.74,225.99
87357,30.65,25.09,3.74,11.74,225.99
87358,30.65,25.09,3.74,11.74,225.99
87359,30.65,25.09,3.74,11.74,225.99
87360,30.65,25.09,3.74,11.74,225.99
87361,30.65,25.09,3.74,11.74,225.99
87362,30.65,25.09,3.74,11.74,225.99
87363,30.65,25.09,3.74,11.74,225.99
87364,30.65,25.09,3.74,11.74,225.99
87365,30.65,25.09,3.74,11.74,225.99
87366,30.65,25.09,3.74,11.74,225.99
87367,30.65,25.09,3.74,11.74,225.99
87368,30.65,25.09,3.74,11.74,225.99
87369,30.65,25.09,3.74,11.74,225.99
87370,30.65,25.09,3.74,11.74,225.99
87371,30.65,25.09,3.74,11.74,225.99
87372,30.65,25.09,3.74,11.74,225.99
87373,30.65,25.09,3.74,11.74,225.99
87374,30.65,25.09,3.74,11.74,225.99
87375,30.65,25.09,3.74,11.74,225.99
87376,30.65,25.09,3.74,11.74,225.99
87377,30.65,25.09,3.74,11.74,225.99
87378,30.65,25.09,3.74,11.74,225.99
87379,30.65,25.09,3.74,11.74,225.99
87380,30.65,25.09,3.74,11.74,225.99
87381,30.65,25.09,3.74,11.74,225.99
87382,30.65,25.09,3.74,11.74,225.99
87383,30.65,25.09,3.74,11.74,225.99
